source_kind,source_path,line_or_range,class_or_file,symbol,evidence_type,detail,token_or_address,interpretation,decision,binding_root,candidate_probe_state
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock,sp_expedition,spine_binding,group=spine; com_type=3; objPathId=-5242930961941176902; gameObjectId=-5242930961941176902; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock,sp_adventureInterface,spine_binding,group=spine; com_type=3; objPathId=6488046465587119062; gameObjectId=6488046465587119062; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock,sp_guild,spine_binding,group=spine; com_type=3; objPathId=5586381430955413960; gameObjectId=5586381430955413960; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock,sp_maincity,spine_binding,group=spine; com_type=3; objPathId=2275674091209698383; gameObjectId=2275674091209698383; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock,spine_xiaoshou,spine_binding,group=spine; com_type=3; objPathId=-4598243874201664563; gameObjectId=-4598243874201664563; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock,UI136=not_found; active=; note=
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock,dianjigq1,spine_binding,group=spine; com_type=3; objPathId=8902403107068456858; gameObjectId=8902403107068456858; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock,UI136=not_found; active=; note=
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,sp_mainpage,spine_binding,group=spine; com_type=3; objPathId=4341255657989072966; gameObjectId=4341255657989072966; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,sp_camp,spine_binding,group=spine; com_type=3; objPathId=-7009234093381387197; gameObjectId=-7009234093381387197; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,sp_bag,spine_binding,group=spine; com_type=3; objPathId=-3110816849774650311; gameObjectId=-3110816849774650311; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,sp_expedition,spine_binding,group=spine; com_type=3; objPathId=-4922921401712801727; gameObjectId=-4922921401712801727; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,sp_adventureInterface,spine_binding,group=spine; com_type=3; objPathId=8067714798999839745; gameObjectId=8067714798999839745; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,sp_guild,spine_binding,group=spine; com_type=3; objPathId=3033203432275378293; gameObjectId=3033203432275378293; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,sp_maincity,spine_binding,group=spine; com_type=3; objPathId=4674823173013261348; gameObjectId=4674823173013261348; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,spine_xiaoshou,spine_binding,group=spine; com_type=3; objPathId=1940689361009882882; gameObjectId=1940689361009882882; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=not_found; active=; note=
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,dianjigq1,spine_binding,group=spine; com_type=3; objPathId=-2884982479694335499; gameObjectId=-2884982479694335499; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=not_found; active=; note=
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,sp_mainpage_gray,spine_binding,group=gray_spine; com_type=25; objPathId=7280241932530109511; gameObjectId=-5590277037227402608; components=MonoBehaviour script=-6938409698251234290 keys=additiveMaterial;allowMultipleCanvasRenderers;canvasRenderers;enableSeparatorSlots;freeze;initialFlipX;initialFlipY;initialSkinName;m_Color;m_Enabled;m_GameObject;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_RaycastPadding;m_RaycastTarget;m_Script;meshGenerator;multiplyMaterial;screenMaterial;separatorParts;separatorSlotNames;skeletonDataAsset;skipByPass;startingAnimation;startingLoop;timeScale;uihide;unscaledTime;updateSeparatorPartLocation;updateWhenInvisible | MonoBehaviour script=-8877758280253173385 keys=m_Enabled;m_GameObject;m_Name;m_Script | MonoBehaviour script=-8877758280253173385 keys=m_Enabled;m_GameObject;m_Name;m_Script,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=not_found; active=; note=
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,sp_camp_gray,spine_binding,group=gray_spine; com_type=25; objPathId=-4737128352586774741; gameObjectId=-1041402722932058364; components=MonoBehaviour script=-8877758280253173385 keys=m_Enabled;m_GameObject;m_Name;m_Script | MonoBehaviour script=-6938409698251234290 keys=additiveMaterial;allowMultipleCanvasRenderers;canvasRenderers;enableSeparatorSlots;freeze;initialFlipX;initialFlipY;initialSkinName;m_Color;m_Enabled;m_GameObject;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_RaycastPadding;m_RaycastTarget;m_Script;meshGenerator;multiplyMaterial;screenMaterial;separatorParts;separatorSlotNames;skeletonDataAsset;skipByPass;startingAnimation;startingLoop;timeScale;uihide;unscaledTime;updateSeparatorPartLocation;updateWhenInvisible | MonoBehaviour script=-8877758280253173385 keys=m_Enabled;m_GameObject;m_Name;m_Script,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=not_found; active=; note=
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,sp_bag_gray,spine_binding,group=gray_spine; com_type=25; objPathId=484843627747819872; gameObjectId=4475535271019323902; components=MonoBehaviour script=-8877758280253173385 keys=m_Enabled;m_GameObject;m_Name;m_Script | MonoBehaviour script=-6938409698251234290 keys=additiveMaterial;allowMultipleCanvasRenderers;canvasRenderers;enableSeparatorSlots;freeze;initialFlipX;initialFlipY;initialSkinName;m_Color;m_Enabled;m_GameObject;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_RaycastPadding;m_RaycastTarget;m_Script;meshGenerator;multiplyMaterial;screenMaterial;separatorParts;separatorSlotNames;skeletonDataAsset;skipByPass;startingAnimation;startingLoop;timeScale;uihide;unscaledTime;updateSeparatorPartLocation;updateWhenInvisible | MonoBehaviour script=-8877758280253173385 keys=m_Enabled;m_GameObject;m_Name;m_Script,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=not_found; active=; note=
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,sp_expedition_gray,spine_binding,group=gray_spine; com_type=25; objPathId=6975581089266789427; gameObjectId=-1609297541623132870; components=MonoBehaviour script=-6938409698251234290 keys=additiveMaterial;allowMultipleCanvasRenderers;canvasRenderers;enableSeparatorSlots;freeze;initialFlipX;initialFlipY;initialSkinName;m_Color;m_Enabled;m_GameObject;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_RaycastPadding;m_RaycastTarget;m_Script;meshGenerator;multiplyMaterial;screenMaterial;separatorParts;separatorSlotNames;skeletonDataAsset;skipByPass;startingAnimation;startingLoop;timeScale;uihide;unscaledTime;updateSeparatorPartLocation;updateWhenInvisible | MonoBehaviour script=-8877758280253173385 keys=m_Enabled;m_GameObject;m_Name;m_Script | MonoBehaviour script=-8877758280253173385 keys=m_Enabled;m_GameObject;m_Name;m_Script,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=not_found; active=; note=
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,sp_adventureInterface_gray,spine_binding,group=gray_spine; com_type=25; objPathId=8629526118515824706; gameObjectId=-1442302260515814856; components=MonoBehaviour script=-6938409698251234290 keys=additiveMaterial;allowMultipleCanvasRenderers;canvasRenderers;enableSeparatorSlots;freeze;initialFlipX;initialFlipY;initialSkinName;m_Color;m_Enabled;m_GameObject;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_RaycastPadding;m_RaycastTarget;m_Script;meshGenerator;multiplyMaterial;screenMaterial;separatorParts;separatorSlotNames;skeletonDataAsset;skipByPass;startingAnimation;startingLoop;timeScale;uihide;unscaledTime;updateSeparatorPartLocation;updateWhenInvisible | MonoBehaviour script=-8877758280253173385 keys=m_Enabled;m_GameObject;m_Name;m_Script | MonoBehaviour script=-8877758280253173385 keys=m_Enabled;m_GameObject;m_Name;m_Script,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=not_found; active=; note=
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,sp_guild_gray,spine_binding,group=gray_spine; com_type=25; objPathId=-8489906779884628199; gameObjectId=3068046795667839243; components=MonoBehaviour script=-8877758280253173385 keys=m_Enabled;m_GameObject;m_Name;m_Script | MonoBehaviour script=-6938409698251234290 keys=additiveMaterial;allowMultipleCanvasRenderers;canvasRenderers;enableSeparatorSlots;freeze;initialFlipX;initialFlipY;initialSkinName;m_Color;m_Enabled;m_GameObject;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_RaycastPadding;m_RaycastTarget;m_Script;meshGenerator;multiplyMaterial;screenMaterial;separatorParts;separatorSlotNames;skeletonDataAsset;skipByPass;startingAnimation;startingLoop;timeScale;uihide;unscaledTime;updateSeparatorPartLocation;updateWhenInvisible | MonoBehaviour script=-8877758280253173385 keys=m_Enabled;m_GameObject;m_Name;m_Script,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=not_found; active=; note=
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,sp_maincity_gray,spine_binding,group=gray_spine; com_type=25; objPathId=4764292288246725389; gameObjectId=8614995212181970182; components=MonoBehaviour script=-6938409698251234290 keys=additiveMaterial;allowMultipleCanvasRenderers;canvasRenderers;enableSeparatorSlots;freeze;initialFlipX;initialFlipY;initialSkinName;m_Color;m_Enabled;m_GameObject;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_RaycastPadding;m_RaycastTarget;m_Script;meshGenerator;multiplyMaterial;screenMaterial;separatorParts;separatorSlotNames;skeletonDataAsset;skipByPass;startingAnimation;startingLoop;timeScale;uihide;unscaledTime;updateSeparatorPartLocation;updateWhenInvisible | MonoBehaviour script=-8877758280253173385 keys=m_Enabled;m_GameObject;m_Name;m_Script | MonoBehaviour script=-8877758280253173385 keys=m_Enabled;m_GameObject;m_Name;m_Script,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=not_found; active=; note=
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,NewShow_gray1,spine_binding,group=gray_spine; com_type=3; objPathId=8260475990093654902; gameObjectId=8260475990093654902; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=not_found; active=; note=
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,NewShow_gray2,spine_binding,group=gray_spine; com_type=3; objPathId=-5768712410510802662; gameObjectId=-5768712410510802662; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=not_found; active=; note=
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,NewShow_gray3,spine_binding,group=gray_spine; com_type=3; objPathId=-7760940352150410253; gameObjectId=-7760940352150410253; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=not_found; active=; note=
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,NewShow_gray4,spine_binding,group=gray_spine; com_type=3; objPathId=-2788031606207273131; gameObjectId=-2788031606207273131; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=not_found; active=; note=
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,NewShow_gray5,spine_binding,group=gray_spine; com_type=3; objPathId=-6613396453356545719; gameObjectId=-6613396453356545719; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=not_found; active=; note=
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock_old,spine_man_gray6,spine_binding,group=gray_spine; com_type=25; objPathId=-8225426421883115050; gameObjectId=4038255204458984157; components=MonoBehaviour script=-8877758280253173385 keys=m_Enabled;m_GameObject;m_Name;m_Script | MonoBehaviour script=-6938409698251234290 keys=additiveMaterial;allowMultipleCanvasRenderers;canvasRenderers;enableSeparatorSlots;freeze;initialFlipX;initialFlipY;initialSkinName;m_Color;m_Enabled;m_GameObject;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_RaycastPadding;m_RaycastTarget;m_Script;meshGenerator;multiplyMaterial;screenMaterial;separatorParts;separatorSlotNames;skeletonDataAsset;skipByPass;startingAnimation;startingLoop;timeScale;uihide;unscaledTime;updateSeparatorPartLocation;updateWhenInvisible | MonoBehaviour script=-8877758280253173385 keys=m_Enabled;m_GameObject;m_Name;m_Script,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock_old,UI136=not_found; active=; note=
decoded_lua,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,143,-4615102950863731052_UI_Dock_security_xor_raw.lua,UI_Dock_UISpineCtr_callsite,runtime_callsite,local t=d[t][3]:GetComponent(typeof(CS.YouYou.UISpineCtr)),,Dock sp_* nodes require real UISpineCtr component execution; fake or flat sprite substitution is not allowed.,blocked_no_fake_spine,UI_Dock,
decoded_lua,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,145,-4615102950863731052_UI_Dock_security_xor_raw.lua,UI_Dock_UISpineCtr_callsite,runtime_callsite,"t:PlayAnimation(0,""A"",true)",,Dock sp_* nodes require real UISpineCtr component execution; fake or flat sprite substitution is not allowed.,blocked_no_fake_spine,UI_Dock,
decoded_lua,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,147,-4615102950863731052_UI_Dock_security_xor_raw.lua,UI_Dock_UISpineCtr_callsite,runtime_callsite,"t:PlayAnimation(0,""B"",true)",,Dock sp_* nodes require real UISpineCtr component execution; fake or flat sprite substitution is not allowed.,blocked_no_fake_spine,UI_Dock,
decoded_lua,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,348,-4615102950863731052_UI_Dock_security_xor_raw.lua,UI_Dock_UISpineCtr_callsite,runtime_callsite,local e=spine_bag_full:GetComponent(typeof(CS.YouYou.UISpineCtr)),,Dock sp_* nodes require real UISpineCtr component execution; fake or flat sprite substitution is not allowed.,blocked_no_fake_spine,UI_Dock,
decoded_lua,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,349,-4615102950863731052_UI_Dock_security_xor_raw.lua,UI_Dock_UISpineCtr_callsite,runtime_callsite,e:ClearTracks(),,Dock sp_* nodes require real UISpineCtr component execution; fake or flat sprite substitution is not allowed.,blocked_no_fake_spine,UI_Dock,
decoded_lua,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,350,-4615102950863731052_UI_Dock_security_xor_raw.lua,UI_Dock_UISpineCtr_callsite,runtime_callsite,"e:PlayAnimation(0,""idle"",true)",,Dock sp_* nodes require real UISpineCtr component execution; fake or flat sprite substitution is not allowed.,blocked_no_fake_spine,UI_Dock,
decoded_lua,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,406,-4615102950863731052_UI_Dock_security_xor_raw.lua,UI_Dock_UISpineCtr_callsite,runtime_callsite,"UIUtil.SpinePlayAnimation(spine_xiaoshou.transform,0,""B"",true)",,Dock sp_* nodes require real UISpineCtr component execution; fake or flat sprite substitution is not allowed.,blocked_no_fake_spine,UI_Dock,
