class_name,method_name,rva_hex,address_hex,offset_hex,mnemonic,op_str
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F8C,0xDD8F8C,adrp,"x8, #0x3029000"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F90,0xDD8F90,ldr,"x8, [x8, #0xc20]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F94,0xDD8F94,mov,"x1, x20"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F98,0xDD8F98,mov,"x3, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F9C,0xDD8F9C,mov,"x22, x0"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FA0,0xDD8FA0,ldr,"x2, [x8]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FA4,0xDD8FA4,bl,#0x220ae54
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FA8,0xDD8FA8,ldr,"x0, [x20, #0x18]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FAC,0xDD8FAC,str,"x22, [x20, #0x20]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FB0,0xDD8FB0,cbz,"x0, #0xdd9040"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FB4,0xDD8FB4,mov,"x1, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FB8,0xDD8FB8,bl,#0x18c9c94
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FBC,0xDD8FBC,cbz,"x0, #0xdd9040"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FC0,0xDD8FC0,ldr,"x1, [x20, #0x20]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FC4,0xDD8FC4,mov,"x2, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FC8,0xDD8FC8,bl,#0x1bb07b8
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FCC,0xDD8FCC,str,"x21, [x20, #0x30]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FD0,0xDD8FD0,cbz,"x19, #0xdd9028"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FD4,0xDD8FD4,adrp,"x8, #0x3021000"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FD8,0xDD8FD8,ldr,"x8, [x8, #0xba8]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FDC,0xDD8FDC,ldr,"x0, [x8]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FE0,0xDD8FE0,bl,#0xa6008c
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FE4,0xDD8FE4,adrp,"x8, #0x303e000"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FE8,0xDD8FE8,ldr,"x8, [x8, #0x478]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FEC,0xDD8FEC,mov,"x1, x20"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FF0,0xDD8FF0,mov,"x3, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FF4,0xDD8FF4,mov,"x21, x0"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FF8,0xDD8FF8,ldr,"x2, [x8]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8FFC,0xDD8FFC,bl,#0x220b0a0
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9000,0xDD9000,ldr,"x0, [x20, #0x18]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9004,0xDD9004,str,"x21, [x20, #0x28]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9008,0xDD9008,cbz,"x0, #0xdd9040"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD900C,0xDD900C,mov,"x1, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9010,0xDD9010,bl,#0x18c9c94
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9014,0xDD9014,cbz,"x0, #0xdd9040"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9018,0xDD9018,ldr,"x1, [x20, #0x28]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD901C,0xDD901C,mov,"x2, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9020,0xDD9020,bl,#0x1bb08f8
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9024,0xDD9024,str,"x19, [x20, #0x38]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9028,0xDD9028,ldp,"x29, x30, [sp, #0x40]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD902C,0xDD902C,ldp,"x20, x19, [sp, #0x30]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9030,0xDD9030,ldp,"x22, x21, [sp, #0x20]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9034,0xDD9034,ldp,"x24, x23, [sp, #0x10]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9038,0xDD9038,ldp,"x26, x25, [sp], #0x50"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD903C,0xDD903C,ret,
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9040,0xDD9040,bl,#0xa60094
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9044,0xDD9044,str,"d8, [sp, #-0x40]!"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9048,0xDD9048,str,"x23, [sp, #8]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD904C,0xDD904C,stp,"x22, x21, [sp, #0x10]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9050,0xDD9050,stp,"x20, x19, [sp, #0x20]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9054,0xDD9054,stp,"x29, x30, [sp, #0x30]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9058,0xDD9058,add,"x29, sp, #0x30"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD905C,0xDD905C,adrp,"x23, #0x31f8000"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9060,0xDD9060,ldrb,"w8, [x23, #0x66]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9064,0xDD9064,mov,"v8.16b, v0.16b"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD9068,0xDD9068,mov,"w21, w3"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD906C,0xDD906C,mov,"x19, x2"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9188,0xDD9188,str,"x25, [sp, #-0x50]!"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD918C,0xDD918C,stp,"x24, x23, [sp, #0x10]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9190,0xDD9190,stp,"x22, x21, [sp, #0x20]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9194,0xDD9194,stp,"x20, x19, [sp, #0x30]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9198,0xDD9198,stp,"x29, x30, [sp, #0x40]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD919C,0xDD919C,add,"x29, sp, #0x40"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91A0,0xDD91A0,adrp,"x24, #0x31f8000"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91A4,0xDD91A4,ldrb,"w8, [x24, #0x67]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91A8,0xDD91A8,mov,"x19, x4"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91AC,0xDD91AC,mov,"w23, w3"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91B0,0xDD91B0,mov,"x21, x2"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91B4,0xDD91B4,mov,"w22, w1"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91B8,0xDD91B8,mov,"x20, x0"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91BC,0xDD91BC,tbnz,"w8, #0, #0xdd91f8"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91C0,0xDD91C0,adrp,"x0, #0x3026000"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91C4,0xDD91C4,ldr,"x0, [x0, #0xc50]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91C8,0xDD91C8,bl,#0xa5ffc0
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91CC,0xDD91CC,adrp,"x0, #0x302c000"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91D0,0xDD91D0,ldr,"x0, [x0, #0x6b0]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91D4,0xDD91D4,bl,#0xa5ffc0
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91D8,0xDD91D8,adrp,"x0, #0x300e000"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91DC,0xDD91DC,ldr,"x0, [x0, #0x7c0]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91E0,0xDD91E0,bl,#0xa5ffc0
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91E4,0xDD91E4,adrp,"x0, #0x302d000"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91E8,0xDD91E8,ldr,"x0, [x0, #0x168]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91EC,0xDD91EC,bl,#0xa5ffc0
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91F0,0xDD91F0,mov,"w8, #1"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91F4,0xDD91F4,strb,"w8, [x24, #0x67]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91F8,0xDD91F8,mov,"w0, #0x1856"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD91FC,0xDD91FC,mov,"x1, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9200,0xDD9200,bl,#0xedcd74
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9204,0xDD9204,tbz,"w0, #0, #0xdd9248"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9208,0xDD9208,mov,"w0, #0x1856"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD920C,0xDD920C,mov,"x1, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9210,0xDD9210,bl,#0xedce44
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9214,0xDD9214,cbz,"x0, #0xdd93dc"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9218,0xDD9218,and,"w4, w23, #1"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD921C,0xDD921C,mov,"x1, x20"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9220,0xDD9220,mov,"w2, w22"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9224,0xDD9224,mov,"x3, x21"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9228,0xDD9228,mov,"x5, x19"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD922C,0xDD922C,ldp,"x29, x30, [sp, #0x40]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9230,0xDD9230,ldp,"x20, x19, [sp, #0x30]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9234,0xDD9234,ldp,"x22, x21, [sp, #0x20]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9238,0xDD9238,ldp,"x24, x23, [sp, #0x10]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD923C,0xDD923C,mov,"x6, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9240,0xDD9240,ldr,"x25, [sp], #0x50"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9244,0xDD9244,b,#0xb031ec
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9248,0xDD9248,adrp,"x25, #0x302c000"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD924C,0xDD924C,ldr,"x25, [x25, #0x6b0]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9250,0xDD9250,ldr,"x24, [x20, #0x18]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9254,0xDD9254,ldr,"x0, [x25]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9258,0xDD9258,ldrb,"w8, [x0, #0x133]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD925C,0xDD925C,tbz,"w8, #1, #0xdd926c"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9260,0xDD9260,ldr,"w8, [x0, #0xe0]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9264,0xDD9264,cbnz,"w8, #0xdd926c"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9268,0xDD9268,bl,#0xa60070
UISpineCtr,PlayAnimation2,0xDD9188,0xDD926C,0xDD926C,mov,"x0, x24"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9270,0xDD9270,mov,"x1, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9274,0xDD9274,mov,"x2, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9278,0xDD9278,bl,#0x167bf90
UISpineCtr,PlayAnimation2,0xDD9188,0xDD927C,0xDD927C,tbz,"w0, #0, #0xdd92a0"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9280,0xDD9280,adrp,"x8, #0x3026000"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9284,0xDD9284,ldr,"x8, [x8, #0xc50]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9288,0xDD9288,mov,"x0, x20"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD928C,0xDD928C,ldr,"x1, [x8]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9290,0xDD9290,bl,#0xcb90e8
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9294,0xDD9294,mov,"x24, x0"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9298,0xDD9298,str,"x0, [x20, #0x18]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD929C,0xDD929C,b,#0xdd92a4
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92A0,0xDD92A0,ldr,"x24, [x20, #0x18]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92A4,0xDD92A4,ldr,"x0, [x25]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92A8,0xDD92A8,ldrb,"w8, [x0, #0x133]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92AC,0xDD92AC,tbz,"w8, #1, #0xdd92bc"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92B0,0xDD92B0,ldr,"w8, [x0, #0xe0]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92B4,0xDD92B4,cbnz,"w8, #0xdd92bc"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92B8,0xDD92B8,bl,#0xa60070
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92BC,0xDD92BC,mov,"x0, x24"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92C0,0xDD92C0,mov,"x1, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92C4,0xDD92C4,mov,"x2, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92C8,0xDD92C8,bl,#0x167bf90
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92CC,0xDD92CC,tbnz,"w0, #0, #0xdd93c4"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92D0,0xDD92D0,ldr,"x0, [x20, #0x18]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92D4,0xDD92D4,cbz,"x0, #0xdd93dc"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92D8,0xDD92D8,mov,"x1, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92DC,0xDD92DC,bl,#0x18c9c94
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92E0,0xDD92E0,cbz,"x0, #0xdd93c4"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92E4,0xDD92E4,ldr,"x8, [x20, #0x20]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92E8,0xDD92E8,cbz,"x8, #0xdd9318"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92EC,0xDD92EC,ldr,"x0, [x20, #0x18]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92F0,0xDD92F0,str,"xzr, [x20, #0x30]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92F4,0xDD92F4,str,"xzr, [x20, #0x40]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92F8,0xDD92F8,cbz,"x0, #0xdd93dc"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD92FC,0xDD92FC,mov,"x1, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9300,0xDD9300,bl,#0x18c9c94
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9304,0xDD9304,cbz,"x0, #0xdd93dc"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9308,0xDD9308,ldr,"x1, [x20, #0x20]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD930C,0xDD930C,mov,"x2, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9310,0xDD9310,bl,#0x1bb0858
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9314,0xDD9314,str,"xzr, [x20, #0x20]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9318,0xDD9318,ldr,"x8, [x20, #0x28]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD931C,0xDD931C,cbz,"x8, #0xdd9344"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9320,0xDD9320,ldr,"x0, [x20, #0x18]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9324,0xDD9324,cbz,"x0, #0xdd93dc"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9328,0xDD9328,mov,"x1, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD932C,0xDD932C,bl,#0x18c9c94
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9330,0xDD9330,cbz,"x0, #0xdd93dc"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9334,0xDD9334,ldr,"x1, [x20, #0x28]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9338,0xDD9338,mov,"x2, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD933C,0xDD933C,bl,#0x1bb0998
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9340,0xDD9340,str,"xzr, [x20, #0x28]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9344,0xDD9344,ldr,"x0, [x20, #0x18]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9348,0xDD9348,cbz,"x0, #0xdd93dc"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD934C,0xDD934C,mov,"x1, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9350,0xDD9350,bl,#0x18c9c94
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9354,0xDD9354,cbz,"x0, #0xdd93dc"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9358,0xDD9358,and,"w3, w23, #1"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD935C,0xDD935C,mov,"w1, w22"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9360,0xDD9360,mov,"x2, x21"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9364,0xDD9364,mov,"x4, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9368,0xDD9368,bl,#0x1bb2cd0
UISpineCtr,PlayAnimation2,0xDD9188,0xDD936C,0xDD936C,cbz,"x19, #0xdd93c4"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9370,0xDD9370,adrp,"x8, #0x300e000"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9374,0xDD9374,ldr,"x8, [x8, #0x7c0]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9378,0xDD9378,ldr,"x0, [x8]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD937C,0xDD937C,bl,#0xa6008c
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9380,0xDD9380,adrp,"x8, #0x302d000"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9384,0xDD9384,ldr,"x8, [x8, #0x168]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9388,0xDD9388,mov,"x1, x20"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD938C,0xDD938C,mov,"x3, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9390,0xDD9390,mov,"x21, x0"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9394,0xDD9394,ldr,"x2, [x8]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9398,0xDD9398,bl,#0x220ae54
UISpineCtr,PlayAnimation2,0xDD9188,0xDD939C,0xDD939C,ldr,"x0, [x20, #0x18]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93A0,0xDD93A0,str,"x21, [x20, #0x20]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93A4,0xDD93A4,cbz,"x0, #0xdd93dc"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93A8,0xDD93A8,mov,"x1, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93AC,0xDD93AC,bl,#0x18c9c94
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93B0,0xDD93B0,cbz,"x0, #0xdd93dc"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93B4,0xDD93B4,ldr,"x1, [x20, #0x20]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93B8,0xDD93B8,mov,"x2, xzr"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93BC,0xDD93BC,bl,#0x1bb07b8
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93C0,0xDD93C0,str,"x19, [x20, #0x40]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93C4,0xDD93C4,ldp,"x29, x30, [sp, #0x40]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93C8,0xDD93C8,ldp,"x20, x19, [sp, #0x30]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93CC,0xDD93CC,ldp,"x22, x21, [sp, #0x20]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93D0,0xDD93D0,ldp,"x24, x23, [sp, #0x10]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93D4,0xDD93D4,ldr,"x25, [sp], #0x50"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93D8,0xDD93D8,ret,
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93DC,0xDD93DC,bl,#0xa60094
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93E0,0xDD93E0,str,"d8, [sp, #-0x30]!"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93E4,0xDD93E4,str,"x21, [sp, #8]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93E8,0xDD93E8,stp,"x20, x19, [sp, #0x10]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93EC,0xDD93EC,stp,"x29, x30, [sp, #0x20]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93F0,0xDD93F0,add,"x29, sp, #0x20"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93F4,0xDD93F4,adrp,"x21, #0x31f8000"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93F8,0xDD93F8,ldrb,"w8, [x21, #0x68]"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD93FC,0xDD93FC,mov,"v8.16b, v0.16b"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9400,0xDD9400,mov,"w20, w1"
UISpineCtr,PlayAnimation2,0xDD9188,0xDD9404,0xDD9404,mov,"x19, x0"
